show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s384,TV Show,Sample Title 384,,"John Khan, Priya Silva, Alex Sato, Raj Jones, Wei Novak",Canada,"September 21, 2008",1966,TV-G,9 Seasons,"Reality TV, TV Dramas",A sample description for demonstration purposes.
s385,Movie,Sample Title 385,Priya Garcia,"John Silva, Yuki Khan",South Korea,5/27/2021,2016,G,76 min,Dramas,A sample description for demonstration purposes.
s386,Movie,Sample Title 386,Yuki Sato,"Raj Jones, John Novak, Raj Patel",United States,11/10/2008,1949,TV-14,159 min,"International Movies, Horror Movies, Children & Family Movies",A sample description for demonstration purposes.
s387,TV Show,Sample Title 387,,"Priya Garcia, Diego Jones, Nina Lee, Raj Jones",India,"May 20, 2008",1996,TV-MA,4 Seasons,"Kids' TV, TV Dramas, TV Comedies",A sample description for demonstration purposes.
s388,Movie,Sample Title 388,Liam Novak,"Hana Jones, Diego Adeyemi, Olu Brown",Canada,2008-02-25,1998,NR,163 min,"Anime Series, Sports Movies",A sample description for demonstration purposes.
s389,TV Show,Sample Title 389,,"Emma Patel, Wei Khan, Priya Lopez, Sofia Lopez",Japan,2008-05-21,1973,TV-Y,8 Seasons,"TV Dramas, Reality TV",A sample description for demonstration purposes.
s390,TV Show,Sample Title 390,,"Ahmed Sato, Nina Chen, Raj Lopez, Sofia Sato",India,"March 13, 2010",2010,TV-G,4 Seasons,"Crime TV Shows, Reality TV",A sample description for demonstration purposes.
s391,TV Show,Sample Title 391,,"Yuki Garcia, Nina Silva",United States,"November 13, 2017",2013,TV-G,3 Seasons,"British TV Shows, Crime TV Shows, TV Dramas",A sample description for demonstration purposes.
s392,TV Show,Sample Title 392,,"Yuki Brown, Nina Chen",United Kingdom,"November 03, 2011",2005,TV-G,1 Season,"British TV Shows, Reality TV",A sample description for demonstration purposes.
s393,Movie,Sample Title 393,,"Wei Adeyemi, Maria Tanaka, John Garcia, John Garcia",United States,"December 19, 2008",1998,TV-14,99 min,"Sci-Fi & Fantasy, Thrillers",A sample description for demonstration purposes.
s394,TV Show,Sample Title 394,,,India,"April 06, 2008",1958,TV-G,4 Seasons,"Reality TV, TV Comedies, Crime TV Shows",A sample description for demonstration purposes.
s395,Movie,Sample Title 395,,"Yuki Brown, Tom Smith, Priya Sharma, Liam Smith, Diego Kim",South Korea,2009-12-23,2009,,134 min,"Horror Movies, Music & Musicals, Anime Series",A sample description for demonstration purposes.
s396,Movie,Sample Title 396,Hana Chen,"Emma Novak, Emma Jones, Raj Patel, Wei Brown",India,"July 08, 2008",1955,TV-PG,155 min,"Dramas, Anime Series",A sample description for demonstration purposes.
s397,Movie,Sample Title 397,Raj Sato,"Olu Patel, Maria Chen",United States,7/13/2008,2002,TV-MA,67 min,Romantic Movies,A sample description for demonstration purposes.
s398,Movie,Sample Title 398,Nina Smith,"Alex Brown, Hana Brown",United States,8/18/2008,1988,TV-MA,76 min,"Independent Movies, Anime Series",A sample description for demonstration purposes.
s399,Movie,Sample Title 399,Hana Lopez,,United States,"June 23, 2008",1971,PG,47 min,Comedies,A sample description for demonstration purposes.
s400,Movie,Sample Title 400,Emma Chen,,Canada,"April 27, 2008",1956,G,151 min,"Romantic Movies, Anime Series",A sample description for demonstration purposes.
s401,TV Show,Sample Title 401,,"Wei Sharma, Olu Lopez",India,"March 19, 2021",2021,TV-MA,8 Seasons,"British TV Shows, TV Dramas",A sample description for demonstration purposes.
s402,Movie,Sample Title 402,Tom Adeyemi,"Olu Novak, Raj Garcia, Raj Lopez, Raj Brown, Yuki Garcia",,"July 26, 2008",1976,G,143 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s403,Movie,Sample Title 403,Raj Lee,,Mexico,2008-01-04,1988,TV-PG,119 min,"Romantic Movies, Sci-Fi & Fantasy, Documentaries",A sample description for demonstration purposes.
s404,Movie,Sample Title 404,Tom Kim,"Emma Kim, Diego Garcia, Olu Novak, Priya Kim, Ahmed Lopez",United States,10/14/2008,1949,NC-17,159 min,Horror Movies,A sample description for demonstration purposes.
s405,Movie,Sample Title 405,Ahmed Tanaka,,United States,11/27/2008,1966,TV-PG,113 min,"Anime Series, Music & Musicals, Cult Movies",A sample description for demonstration purposes.
s406,Movie,Sample Title 406,Emma Patel,,United Kingdom,"July 03, 2011",2008,NC-17,109 min,"Classic Movies, Dramas",A sample description for demonstration purposes.
s407,Movie,Sample Title 407,Tom Sharma,"Priya Smith, Wei Adeyemi, John Lopez, Nina Garcia, Alex Khan",India,2008-02-24,1963,R,180 min,Dramas,A sample description for demonstration purposes.
s408,TV Show,Sample Title 408,,,United States,"July 20, 2008",1959,TV-MA,7 Seasons,International TV Shows,A sample description for demonstration purposes.
s409,Movie,Sample Title 409,,"Alex Adeyemi, John Adeyemi",Japan,"February 19, 2008",1989,G,168 min,Cult Movies,A sample description for demonstration purposes.
s410,Movie,Sample Title 410,Wei Sharma,"Tom Patel, Tom Smith, John Smith, Sofia Novak, Olu Adeyemi",United States,2008-01-15,1978,PG,101 min,Thrillers,A sample description for demonstration purposes.
s411,Movie,Sample Title 411,,,Mexico,2008-12-16,1974,NC-17,105 min,"Stand-Up Comedy, Thrillers",A sample description for demonstration purposes.
s412,Movie,Sample Title 412,Alex Lopez,"Wei Chen, Wei Lopez, Raj Patel, Wei Lee",United States,"January 07, 2008",1997,TV-PG,90 min,"Sports Movies, International Movies",A sample description for demonstration purposes.
s413,Movie,Sample Title 413,Diego Lopez,"Diego Jones, Emma Chen, Diego Patel, Sofia Novak, Wei Sharma",Canada,"October 05, 2008",1998,NR,114 min,"International Movies, Comedies",A sample description for demonstration purposes.
s414,Movie,Sample Title 414,Liam Sharma,"Diego Tanaka, Tom Lopez, Alex Silva, Hana Lee",United Kingdom,2008-01-09,1979,G,189 min,"Romantic Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s415,Movie,Sample Title 415,,"Emma Adeyemi, Hana Sato, Priya Garcia",India,2008-03-27,2005,R,134 min,"Documentaries, Anime Series, Dramas",A sample description for demonstration purposes.
s416,Movie,Sample Title 416,Yuki Adeyemi,"Tom Lee, Alex Brown",India,"November 06, 2008",1992,NC-17,61 min,"Horror Movies, Children & Family Movies",A sample description for demonstration purposes.
s417,Movie,Sample Title 417,,"Ahmed Sato, Olu Novak, Priya Chen",Germany,"November 19, 2008",1967,PG-13,52 min,Anime Series,A sample description for demonstration purposes.
s418,TV Show,Sample Title 418,,"Hana Garcia, Raj Tanaka",United States,"March 15, 2008",1986,TV-MA,5 Seasons,Kids' TV,A sample description for demonstration purposes.
s419,Movie,Sample Title 419,,"Hana Garcia, Raj Tanaka, Olu Lee, Hana Smith, John Khan",United States,"June 25, 2008",1981,TV-14,194 min,Documentaries,A sample description for demonstration purposes.
s420,Movie,Sample Title 420,,"Sofia Lopez, Wei Novak, Olu Novak, Tom Sato",Germany,2/7/2009,2005,R,190 min,"Classic Movies, Comedies, Thrillers",A sample description for demonstration purposes.
s421,TV Show,Sample Title 421,,"Alex Kim, Alex Sharma, Yuki Garcia",United States,2008-08-02,1979,TV-G,8 Seasons,TV Dramas,A sample description for demonstration purposes.
s422,Movie,Sample Title 422,Hana Silva,"Yuki Garcia, Tom Sharma, Priya Brown",United States,"January 11, 2008",1990,NR,156 min,"International Movies, Cult Movies, Horror Movies",A sample description for demonstration purposes.
s423,TV Show,Sample Title 423,,"Hana Jones, Wei Khan, Tom Sharma, Priya Novak, Yuki Sharma",South Korea,11/26/2008,1983,TV-MA,10 Seasons,"Crime TV Shows, Reality TV",A sample description for demonstration purposes.
s424,Movie,Sample Title 424,Diego Novak,"Alex Brown, Maria Brown",Germany,"September 13, 2008",2000,G,175 min,"Sports Movies, Anime Series",A sample description for demonstration purposes.
s425,Movie,Sample Title 425,Diego Adeyemi,"Priya Tanaka, Ahmed Garcia",United States,3/11/2021,2020,G,84 min,"Action & Adventure, Horror Movies, Thrillers",A sample description for demonstration purposes.
s426,Movie,Sample Title 426,Diego Lopez,"Nina Sato, Tom Lee, Ahmed Silva",Brazil,"June 16, 2008",2002,NR,93 min,"Horror Movies, Independent Movies",A sample description for demonstration purposes.
s427,TV Show,Sample Title 427,,"Liam Sharma, Yuki Adeyemi",United States,"February 21, 2008",1992,TV-Y7,8 Seasons,"International TV Shows, TV Dramas",A sample description for demonstration purposes.
s428,Movie,Sample Title 428,Priya Chen,"Sofia Silva, Raj Chen",France,"November 25, 2008",1985,PG-13,97 min,"Stand-Up Comedy, International Movies",A sample description for demonstration purposes.
s429,TV Show,Sample Title 429,,"Nina Brown, Wei Kim",South Korea,2008-10-13,1964,TV-MA,2 Seasons,British TV Shows,A sample description for demonstration purposes.
s430,Movie,Sample Title 430,John Tanaka,"Liam Sharma, Nina Kim",South Korea,"February 15, 2021",2020,PG,140 min,International Movies,A sample description for demonstration purposes.
s431,Movie,Sample Title 431,,,Canada,2008-02-06,1951,TV-PG,141 min,"Thrillers, Independent Movies",A sample description for demonstration purposes.
s432,TV Show,Sample Title 432,,"Liam Silva, Hana Khan, Emma Chen, Maria Novak",France,"December 05, 2008",1985,TV-Y7,4 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s433,Movie,Sample Title 433,Yuki Sato,"Raj Lopez, Raj Sharma, Priya Adeyemi",Brazil,"June 26, 2008",1953,NR,61 min,"Horror Movies, Classic Movies, Anime Series",A sample description for demonstration purposes.
s434,TV Show,Sample Title 434,,"Wei Novak, Yuki Tanaka",South Korea,2011-01-05,2010,TV-G,6 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s435,TV Show,Sample Title 435,,"Diego Chen, Alex Brown, Ahmed Sharma, Sofia Patel",Japan,2008-06-03,1996,TV-Y,8 Seasons,"Reality TV, TV Comedies, British TV Shows",A sample description for demonstration purposes.
s436,Movie,Sample Title 436,Yuki Patel,"Emma Garcia, Yuki Lee, Raj Jones, Diego Smith",South Korea,2008-10-27,1949,PG,132 min,"Sports Movies, Classic Movies, Anime Series",A sample description for demonstration purposes.
s437,Movie,Sample Title 437,,"Wei Tanaka, John Lopez, Priya Adeyemi, Hana Novak, Maria Lopez",Germany,2008-12-10,1995,PG-13,81 min,Romantic Movies,A sample description for demonstration purposes.
s438,TV Show,Sample Title 438,,"John Jones, John Patel",United Kingdom,3/2/2021,2015,TV-Y,3 Seasons,"Crime TV Shows, British TV Shows, International TV Shows",A sample description for demonstration purposes.
s439,Movie,Sample Title 439,Yuki Kim,"Wei Smith, Alex Brown, Priya Garcia, Wei Chen, Ahmed Lee",United States,3/10/2008,2001,PG-13,88 min,Anime Series,A sample description for demonstration purposes.
s440,Movie,Sample Title 440,John Patel,"Liam Sato, Wei Garcia, Raj Lee, Alex Smith",Japan,"July 05, 2008",1983,NR,191 min,"Dramas, Independent Movies",A sample description for demonstration purposes.
s441,TV Show,Sample Title 441,,"Olu Novak, Hana Patel",Mexico,"March 03, 2008",1966,TV-14,9 Seasons,Reality TV,A sample description for demonstration purposes.
s442,Movie,Sample Title 442,Emma Novak,"Liam Novak, Hana Chen",India,"July 26, 2008",1953,TV-MA,189 min,"Horror Movies, Children & Family Movies",A sample description for demonstration purposes.
s443,Movie,Sample Title 443,,"Diego Chen, Olu Smith, Alex Lee, Raj Sharma, Sofia Brown",Japan,10/12/2008,1993,R,195 min,"Cult Movies, International Movies, Anime Series",A sample description for demonstration purposes.
s444,TV Show,Sample Title 444,,,United States,"October 10, 2021",2020,TV-Y7,9 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",A sample description for demonstration purposes.
s445,TV Show,Sample Title 445,,"Liam Kim, Maria Kim, Tom Silva",Japan,"August 24, 2008",1951,,6 Seasons,Kids' TV,A sample description for demonstration purposes.
s446,TV Show,Sample Title 446,,,India,3/1/2008,1976,,3 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s447,Movie,Sample Title 447,Hana Patel,"Yuki Garcia, Nina Silva, Sofia Jones, Alex Khan, Hana Smith",Australia,2019-07-11,2015,NR,72 min,"Romantic Movies, Independent Movies, International Movies",A sample description for demonstration purposes.
s448,Movie,Sample Title 448,Hana Sato,"Liam Novak, Ahmed Kim, Olu Jones",Canada,,1952,TV-PG,190 min,"Action & Adventure, Thrillers, Independent Movies",A sample description for demonstration purposes.
s449,TV Show,Sample Title 449,,"Nina Sharma, Alex Lopez, Priya Lopez, Hana Brown",India,"February 23, 2008",1970,TV-14,9 Seasons,"Kids' TV, TV Dramas",A sample description for demonstration purposes.
s450,Movie,Sample Title 450,Alex Sharma,"Sofia Smith, Tom Jones, Nina Lopez",Australia,,1971,NC-17,56 min,"Horror Movies, Thrillers",A sample description for demonstration purposes.
s451,Movie,Sample Title 451,Wei Adeyemi,"Wei Adeyemi, Yuki Lee, Alex Garcia, Sofia Tanaka",United States,"November 24, 2008",1979,G,170 min,"Horror Movies, Documentaries, Stand-Up Comedy",A sample description for demonstration purposes.
s452,Movie,Sample Title 452,Hana Silva,"Hana Lopez, Yuki Sharma, Ahmed Smith, Ahmed Khan",Canada,2/5/2008,1978,PG-13,181 min,"Documentaries, Comedies",A sample description for demonstration purposes.
s453,Movie,Sample Title 453,Olu Patel,"Olu Lee, John Smith, Nina Adeyemi, Priya Jones, Ahmed Lopez",United Kingdom,2008-01-07,1977,G,84 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s454,Movie,Sample Title 454,Maria Silva,,India,"October 01, 2008",1968,G,97 min,"Action & Adventure, Dramas",A sample description for demonstration purposes.
s455,TV Show,Sample Title 455,,,United States,2008-11-03,1981,TV-MA,3 Seasons,TV Dramas,A sample description for demonstration purposes.
s456,TV Show,Sample Title 456,,"Sofia Garcia, Olu Novak",Spain,2021-08-09,2018,TV-14,1 Season,"British TV Shows, TV Comedies",A sample description for demonstration purposes.
s457,Movie,Sample Title 457,Diego Chen,"Maria Brown, Maria Tanaka",United States,"May 02, 2008",1984,NC-17,127 min,"Anime Series, Independent Movies",A sample description for demonstration purposes.
s458,TV Show,Sample Title 458,,"Priya Garcia, Liam Lee, John Tanaka, Ahmed Lopez, Hana Chen",United Kingdom,2008-10-09,1971,TV-PG,7 Seasons,"Kids' TV, TV Comedies",A sample description for demonstration purposes.
s459,TV Show,Sample Title 459,,"Maria Garcia, Diego Brown, Ahmed Patel, Emma Sato, Olu Patel",United States,"July 03, 2019",2013,TV-MA,10 Seasons,International TV Shows,A sample description for demonstration purposes.
s460,TV Show,Sample Title 460,,,United Kingdom,"December 26, 2008",1973,TV-Y,5 Seasons,"TV Comedies, British TV Shows",A sample description for demonstration purposes.
s461,TV Show,Sample Title 461,,,United States,"July 17, 2008",2002,TV-MA,8 Seasons,TV Dramas,A sample description for demonstration purposes.
s462,TV Show,Sample Title 462,,,United Kingdom,9/19/2020,2013,TV-14,1 Season,"International TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s463,Movie,Sample Title 463,Emma Patel,"Priya Patel, Maria Lopez, Priya Sharma, Nina Lopez",United States,"May 27, 2008",1975,TV-MA,132 min,Comedies,A sample description for demonstration purposes.
s464,Movie,Sample Title 464,Hana Lopez,"John Patel, Ahmed Brown, Tom Smith",France,,1970,NC-17,122 min,"Anime Series, Action & Adventure, Cult Movies",A sample description for demonstration purposes.
s465,Movie,Sample Title 465,Emma Adeyemi,"Olu Tanaka, Sofia Lee, Maria Jones",India,6/11/2017,2012,TV-PG,156 min,International Movies,A sample description for demonstration purposes.
s466,Movie,Sample Title 466,Tom Sharma,"Hana Sharma, Wei Silva, Raj Jones",India,2008-12-16,1956,NC-17,42 min,"Sports Movies, Stand-Up Comedy, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s467,Movie,Sample Title 467,Diego Adeyemi,"Emma Adeyemi, Ahmed Tanaka",Canada,2008-06-20,1989,TV-14,169 min,"Children & Family Movies, Thrillers",A sample description for demonstration purposes.
s468,Movie,Sample Title 468,Priya Sato,"Alex Novak, Nina Adeyemi, Hana Garcia, Raj Chen",United Kingdom,11/3/2008,1958,TV-MA,89 min,Independent Movies,A sample description for demonstration purposes.
s469,Movie,Sample Title 469,Raj Novak,"Tom Khan, Maria Novak, Hana Khan, Diego Smith",Japan,"April 17, 2008",1984,TV-MA,163 min,"Action & Adventure, Cult Movies",A sample description for demonstration purposes.
s470,Movie,Sample Title 470,Olu Patel,"Liam Adeyemi, Emma Adeyemi, Diego Jones, Nina Lopez",United States,"November 08, 2008",1987,TV-14,97 min,"Cult Movies, Music & Musicals, International Movies",A sample description for demonstration purposes.
s471,Movie,Sample Title 471,Ahmed Jones,"Hana Patel, Olu Jones, Alex Garcia, Alex Adeyemi, Alex Novak",,2008-11-06,1999,TV-MA,40 min,Comedies,A sample description for demonstration purposes.
s472,TV Show,Sample Title 472,,"Ahmed Silva, Maria Novak, Liam Adeyemi, Priya Brown",Mexico,7/21/2008,1964,TV-MA,8 Seasons,British TV Shows,A sample description for demonstration purposes.
s473,Movie,Sample Title 473,,"Priya Sharma, Tom Brown, Ahmed Brown, Alex Brown",,,2009,NC-17,131 min,Dramas,A sample description for demonstration purposes.
s474,TV Show,Sample Title 474,,"Hana Adeyemi, Tom Novak",United Kingdom,"December 22, 2008",1987,TV-PG,4 Seasons,"Reality TV, Crime TV Shows, International TV Shows",A sample description for demonstration purposes.
s475,Movie,Sample Title 475,Alex Patel,"Priya Garcia, Tom Lee, Tom Kim",Nigeria,"July 17, 2008",1985,TV-MA,169 min,"Cult Movies, Children & Family Movies",A sample description for demonstration purposes.
s476,Movie,Sample Title 476,Ahmed Novak,"Wei Khan, Yuki Kim",United States,"December 09, 2008",1984,TV-PG,75 min,"Comedies, Action & Adventure, Dramas",A sample description for demonstration purposes.
s477,Movie,Sample Title 477,,"Liam Patel, Emma Khan, Yuki Sharma",Canada,11/20/2008,1954,R,96 min,Horror Movies,A sample description for demonstration purposes.
s478,Movie,Sample Title 478,Emma Kim,"Maria Kim, Tom Lopez, Ahmed Tanaka, Diego Adeyemi",Canada,12/21/2021,2021,R,169 min,"Music & Musicals, Thrillers",A sample description for demonstration purposes.
s479,Movie,Sample Title 479,Raj Adeyemi,,United States,"August 13, 2008",1947,,52 min,"Action & Adventure, Children & Family Movies, Dramas",A sample description for demonstration purposes.
s480,Movie,Sample Title 480,Olu Novak,"Diego Novak, Priya Chen, Hana Jones",India,6/4/2008,1957,NR,130 min,"Dramas, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s481,TV Show,Sample Title 481,,"Ahmed Sato, Nina Kim, Tom Khan",United States,"April 27, 2019",2018,TV-14,10 Seasons,Kids' TV,A sample description for demonstration purposes.
s482,Movie,Sample Title 482,Ahmed Garcia,"Diego Kim, Sofia Lopez, Emma Lopez, Diego Chen",Japan,2008-06-07,1988,PG,168 min,"Romantic Movies, International Movies",A sample description for demonstration purposes.
s483,TV Show,Sample Title 483,,"Tom Adeyemi, Sofia Tanaka, John Adeyemi, Ahmed Jones, Alex Novak",United States,2008-07-25,2001,TV-G,9 Seasons,Kids' TV,A sample description for demonstration purposes.
s484,TV Show,Sample Title 484,,"Sofia Kim, Alex Lopez, Maria Novak, Tom Lee, Nina Adeyemi",Japan,,1995,TV-PG,2 Seasons,Reality TV,A sample description for demonstration purposes.
s485,Movie,Sample Title 485,,"Sofia Brown, Yuki Chen, Diego Brown",United States,"September 11, 2008",1964,G,97 min,Thrillers,A sample description for demonstration purposes.
s486,TV Show,Sample Title 486,,"Alex Brown, Tom Novak, Olu Lee, Ahmed Adeyemi, Liam Smith",United States,8/4/2008,1968,TV-14,3 Seasons,British TV Shows,A sample description for demonstration purposes.
s487,Movie,Sample Title 487,Olu Novak,"Priya Patel, Wei Patel, Yuki Patel, John Brown",United States,2008-07-27,1958,TV-PG,165 min,"Thrillers, Documentaries, Anime Series",A sample description for demonstration purposes.
s488,Movie,Sample Title 488,Emma Adeyemi,"Sofia Brown, Hana Sharma, Yuki Lopez, Raj Lee, Olu Garcia",United States,11/6/2008,1963,PG-13,193 min,Horror Movies,A sample description for demonstration purposes.
s489,TV Show,Sample Title 489,,"Liam Brown, Wei Sharma",United Kingdom,6/19/2008,1999,TV-Y,10 Seasons,"Reality TV, TV Dramas",A sample description for demonstration purposes.
s490,Movie,Sample Title 490,Priya Smith,"Alex Lee, Sofia Lopez",Spain,2008-05-25,1969,G,96 min,"Children & Family Movies, Classic Movies",A sample description for demonstration purposes.
s491,TV Show,Sample Title 491,,"Liam Adeyemi, Yuki Silva, John Silva, Alex Garcia",United States,"December 10, 2008",1972,TV-MA,1 Season,"British TV Shows, TV Dramas, International TV Shows",A sample description for demonstration purposes.
s492,TV Show,Sample Title 492,,"John Brown, Hana Sato, Tom Sato, Hana Smith, Maria Adeyemi",United States,2008-12-04,1971,TV-Y7,9 Seasons,"Crime TV Shows, British TV Shows, Reality TV",A sample description for demonstration purposes.
s493,TV Show,Sample Title 493,,"Priya Khan, Liam Chen",United States,"June 10, 2008",1995,TV-Y,6 Seasons,Kids' TV,A sample description for demonstration purposes.
s494,Movie,Sample Title 494,,,United States,8/5/2008,1969,TV-PG,44 min,"Stand-Up Comedy, Cult Movies",A sample description for demonstration purposes.
s495,TV Show,Sample Title 495,,"Sofia Chen, Hana Adeyemi, Ahmed Novak",United States,"February 27, 2008",1986,TV-Y7,2 Seasons,"British TV Shows, International TV Shows, Reality TV",A sample description for demonstration purposes.
s496,TV Show,Sample Title 496,,"Diego Tanaka, Olu Chen",India,7/14/2008,1955,TV-Y7,3 Seasons,International TV Shows,A sample description for demonstration purposes.
s497,Movie,Sample Title 497,,"Hana Adeyemi, Yuki Silva, Emma Silva",France,2008-07-26,1993,NC-17,58 min,"Music & Musicals, Horror Movies, Children & Family Movies",A sample description for demonstration purposes.
s498,Movie,Sample Title 498,Wei Chen,"Maria Garcia, Tom Lee, Ahmed Khan, Ahmed Lopez",India,10/12/2008,1952,NC-17,186 min,"Sci-Fi & Fantasy, Children & Family Movies",A sample description for demonstration purposes.
s499,TV Show,Sample Title 499,,"Wei Patel, Alex Kim, Priya Patel, Diego Novak, Raj Lee",United States,2008-07-04,1960,TV-PG,5 Seasons,"TV Dramas, TV Comedies, Kids' TV",A sample description for demonstration purposes.
s500,TV Show,Sample Title 500,,"Diego Adeyemi, Nina Adeyemi, Liam Patel, Emma Jones",United States,"July 10, 2021",2021,TV-14,3 Seasons,TV Comedies,A sample description for demonstration purposes.
s501,Movie,Sample Title 501,,"Priya Kim, Wei Silva, Yuki Kim, Diego Tanaka",India,8/18/2008,1957,PG,111 min,Anime Series,A sample description for demonstration purposes.
s502,Movie,Sample Title 502,,"Tom Garcia, Yuki Lopez, Maria Patel, Ahmed Novak",United States,8/27/2021,2021,NR,188 min,"Sports Movies, Independent Movies",A sample description for demonstration purposes.
s503,TV Show,Sample Title 503,,"Priya Sato, Sofia Chen, Ahmed Garcia, Olu Silva",India,2008-09-02,2001,TV-PG,8 Seasons,"Crime TV Shows, Reality TV, British TV Shows",A sample description for demonstration purposes.
s504,Movie,Sample Title 504,,"Alex Kim, Nina Jones",Turkey,2009-08-15,2007,TV-MA,117 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s505,Movie,Sample Title 505,Sofia Khan,"Liam Chen, Nina Smith, Liam Kim, Emma Khan",India,"May 10, 2021",2021,R,100 min,Dramas,A sample description for demonstration purposes.
s506,Movie,Sample Title 506,,"Hana Silva, Nina Lopez, Diego Brown, Liam Sato, Yuki Smith",South Korea,,2005,PG,65 min,Thrillers,A sample description for demonstration purposes.
s507,TV Show,Sample Title 507,,"Olu Kim, Olu Silva",Germany,2008-05-12,1989,TV-14,7 Seasons,"Crime TV Shows, International TV Shows",A sample description for demonstration purposes.
s508,TV Show,Sample Title 508,,"Alex Tanaka, Nina Kim, Wei Patel",United States,2008-07-02,1998,,9 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s509,TV Show,Sample Title 509,,,United States,"September 11, 2008",1998,TV-Y,7 Seasons,Kids' TV,A sample description for demonstration purposes.
s510,TV Show,Sample Title 510,,"Tom Tanaka, Liam Novak, Wei Tanaka",United States,"May 23, 2008",1992,TV-Y7,3 Seasons,"International TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s511,Movie,Sample Title 511,Priya Brown,"Wei Novak, Nina Novak, Maria Chen",Brazil,"November 16, 2008",1953,NR,147 min,Documentaries,A sample description for demonstration purposes.
s512,Movie,Sample Title 512,John Lee,,,,1951,NR,145 min,Stand-Up Comedy,A sample description for demonstration purposes.
s513,Movie,Sample Title 513,Olu Kim,"Liam Lee, Ahmed Smith, John Adeyemi",United States,,2016,G,154 min,"Children & Family Movies, Anime Series, Romantic Movies",A sample description for demonstration purposes.
s514,TV Show,Sample Title 514,,"Ahmed Adeyemi, Alex Lee, Maria Lee, Alex Brown, Ahmed Adeyemi",France,2008-10-01,1973,TV-MA,9 Seasons,"TV Comedies, International TV Shows",A sample description for demonstration purposes.
s515,TV Show,Sample Title 515,,"Ahmed Sharma, Emma Lopez, Wei Brown",Canada,5/9/2008,1955,TV-14,5 Seasons,"International TV Shows, TV Dramas, British TV Shows",A sample description for demonstration purposes.
s516,TV Show,Sample Title 516,,,Brazil,"February 19, 2008",1969,TV-G,2 Seasons,Kids' TV,A sample description for demonstration purposes.
s517,Movie,Sample Title 517,Maria Brown,"Maria Smith, Diego Novak, Alex Lopez, Olu Silva",India,2013-09-26,2009,,181 min,"Action & Adventure, Sci-Fi & Fantasy, Comedies",A sample description for demonstration purposes.
s518,Movie,Sample Title 518,,"Emma Lee, Emma Kim",United States,12/19/2021,2020,PG-13,174 min,Horror Movies,A sample description for demonstration purposes.
s519,Movie,Sample Title 519,John Khan,"Liam Lee, Wei Kim, Emma Novak, Olu Khan",South Korea,12/25/2008,1987,NC-17,144 min,"Horror Movies, Dramas",A sample description for demonstration purposes.
s520,Movie,Sample Title 520,Emma Smith,"Yuki Lopez, Hana Sato, Sofia Khan, Sofia Smith",India,3/25/2008,1988,TV-PG,101 min,Comedies,A sample description for demonstration purposes.
s521,Movie,Sample Title 521,Sofia Lee,"Tom Brown, Nina Sato",United States,2008-03-11,1977,PG-13,79 min,Horror Movies,A sample description for demonstration purposes.
s522,Movie,Sample Title 522,Wei Patel,"Alex Smith, Liam Patel, Raj Jones, Emma Tanaka, Yuki Khan",South Korea,"August 13, 2008",1959,NR,94 min,Romantic Movies,A sample description for demonstration purposes.
s523,Movie,Sample Title 523,,"Raj Tanaka, John Lopez",United Kingdom,"May 22, 2015",2011,TV-PG,177 min,"International Movies, Comedies",A sample description for demonstration purposes.
s524,Movie,Sample Title 524,Hana Novak,"Olu Smith, Liam Sharma, Hana Smith, Wei Adeyemi",India,"January 12, 2008",1987,R,45 min,"Music & Musicals, Cult Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s525,TV Show,Sample Title 525,,"Diego Lee, Diego Chen",United Kingdom,"June 02, 2021",2014,TV-PG,10 Seasons,"Kids' TV, TV Dramas, Crime TV Shows",A sample description for demonstration purposes.
s526,TV Show,Sample Title 526,,"Hana Novak, Ahmed Tanaka, Priya Khan",United States,2008-04-27,1954,TV-Y,5 Seasons,"Crime TV Shows, Reality TV, British TV Shows",A sample description for demonstration purposes.
s527,Movie,Sample Title 527,Tom Lee,"Alex Brown, Raj Kim",Germany,"July 25, 2008",2003,TV-14,75 min,"Sci-Fi & Fantasy, Music & Musicals, Stand-Up Comedy",A sample description for demonstration purposes.
s528,Movie,Sample Title 528,Maria Patel,"Emma Silva, Sofia Chen, Tom Lee, Alex Jones",United States,"January 11, 2020",2013,PG,194 min,Sports Movies,A sample description for demonstration purposes.
s529,TV Show,Sample Title 529,,"Diego Sato, Olu Adeyemi, Nina Lopez, Ahmed Chen",,"April 22, 2008",1990,TV-Y,6 Seasons,"TV Dramas, TV Comedies",A sample description for demonstration purposes.
